titulo_original;anio;duracion;pais;direccion;guion;reparto;genero;sinopsis;url_imagen;puntuacion;votos;url;imdb_url;imdb_puntuacion;imdb_votos;presupuesto_millones;recaudacion_domestica_millones;recaudacion_mundial_millones;estreno_millones;roi;exito_comercial;porcentaje_domestico;multiplicador_taquilla;puntuacion_imdb_num;diferencia_puntuaciones;puntuacion_promedio;es_usa;genero_principal;duracion_minutos
El crimen de Cuenca;1980;92 min.;España;Pilar Miró;Salvador Maldonado, Pilar Miró, Juan Antonio Porto;Amparo Soler Leal, Héctor Alterio, Fernando Rey, Daniel Dicenta, José Manuel Cervino, Mary Carrillo, Assumpta Serna, Nicolás Dueñas, Guillermo Montesinos;Drama;En 1913, Gregorio Valero Contreras y León Sánchez Gascón, amigos y vecinos de Osa de La Vega (Cuenca) son detenidos como autores de la muerte de José María Grimaldos López, pastor de oficio y compañero de los anteriores. El pueblo les acusa, incluso la mujer de Gregorio reúne pruebas contra ellos. Los dos hombres confiesan el crimen después de ser sometidos a torturas. Son juzgados en 1918 en la Audiencia Provincial de Cuenca que, tras modificar la petición de pena capital, los condena a dieciocho años de cárcel... (FILMAFFINITY);https://pics.filmaffinity.com/el_crimen_de_cuenca-568030903-large.jpg;7.1;7767;https://www.filmaffinity.com/es/film826874.html;https://www.imdb.com/title/tt0079007/?ref_=fn_ttl_ttl_1;7.1;798.0;;;;;;;;;7.1;0.0;7.1;0;Drama;92.0
Cruising;1980;106 min.;Estados Unidos;William Friedkin;William Friedkin, Gerald Walker;Al Pacino, Paul Sorvino, Karen Allen, Richard Cox, Joe Spinell, Gene Davis, Barton Heyman, Powers Boothe, Randy Jurgenson, Jimmie Ray Weeks, James Remar, Don Scardino, Jay Acovone;Intriga;Un policía (Al Pacino) se ve obligado a infiltrarse en los ambientes gays más sórdidos de Nueva York para atrapar a un asesino de homosexuales. (FILMAFFINITY);https://pics.filmaffinity.com/cruising-437158888-large.jpg;6.2;6252;https://www.filmaffinity.com/es/film573335.html;https://www.imdb.com/title/tt0080569/?ref_=fn_ttl_ttl_1;6.5;30000.0;11.0;19.8;19.82;;1.8018181818181818;0.0;99.89909182643795;;6.5;0.2999999999999998;6.35;1;Intriga;106.0
Stardust Memories;1980;90 min.;Estados Unidos;Woody Allen;Woody Allen;Woody Allen, Charlotte Rampling, Jessica Harper, Marie-Christine Barrault, Tony Roberts, Daniel Stern, Amy Wright, Helen Hanft, John Rothman, Anne DeSalvo, Joan Neuman, Sharon Stone;Drama;Sandy Bates, director de cine especializado en comedias, asiste a una revisión de su obra en un hotel de la costa. Mientras a su alrededor todo el mundo quiere conocerlo y colmarlo de halagos, Bates se refugia en su interior para repasar los instantes más significativos de su vida sentimental y encontrar un sentido a su vida dentro de un mundo que cada vez le resulta más extraño e inhóspito. (FILMAFFINITY);https://pics.filmaffinity.com/stardust_memories-405166275-large.jpg;6.8;5595;https://www.filmaffinity.com/es/film964279.html;https://www.imdb.com/title/tt0081554/?ref_=fn_ttl_ttl_1;7.2;25000.0;10.0;10.39;10.39;0.33;1.0390000000000001;0.0;100.0;31.484848484848484;7.2;0.40000000000000036;7.0;1;Drama;90.0
American Gigolo;1980;117 min.;Estados Unidos;Paul Schrader;Paul Schrader;Richard Gere, Lauren Hutton, Hector Elizondo, Bill Duke, Nina Van Pallandt, Brian Davies, Patricia Carr, Macdonald Carey;Drama;Julian Kay (Richard Gere) es un treintañero atractivo, culto e inteligente de Los Angeles que utiliza sus encantos para vivir de la prostitución. Su mánager es Anne, que se encarga de buscarle mujeres ricas que paguen bien sus servicios. Una de sus clientes es Michelle (Lauren Hutton), la bella esposa de un conocido político. En uno de sus trabajos, Julian acepta acostarse con la esposa de un rico hombre de negocios a petición de éste. Pero un par de días más tarde lee en la prensa que la mujer ha aparecido asesinada. (FILMAFFINITY);https://pics.filmaffinity.com/american_gigolo-102687402-large.jpg;5.6;5404;https://www.filmaffinity.com/es/film971343.html;https://www.imdb.com/title/tt0080365/?ref_=fn_ttl_ttl_2;6.3;31000.0;4.8;22.74;22.75;3.56;4.739583333333334;1.0;99.95604395604396;6.390449438202247;6.3;0.7000000000000002;5.949999999999999;1;Drama;117.0
Atlantic City;1980;104 min.;Canadá;Louis Malle;John Guare;Burt Lancaster, Susan Sarandon, Hollis McLaren, Kate Reid, Robert Joy, Cec Linder, Michel Piccoli, Al Waxman, Robert Goulet, Wallace Shawn, Harvey Atkin;Drama;A Lou Pascal (Burt Lancaster), un viejo gángster de poca monta que consigue algún dinero con las apuestas, lo mantiene en realidad la viuda de su antiguo jefe. En el mismo edificio que él vive Sally (Susan Sarandon), una atractiva mujer aspirante a croupier cuyo cuerpo lo tiene obsesionado. (FILMAFFINITY);https://pics.filmaffinity.com/atlantic_city-417021788-large.jpg;7.2;5254;https://www.filmaffinity.com/es/film192129.html;https://www.imdb.com/title/tt0080388/?ref_=fn_ttl_ttl_1;7.3;19000.0;7.2;12.73;12.73;;1.7680555555555555;0.0;100.0;;7.3;0.09999999999999964;7.25;0;Drama;104.0
Navajeros;1980;92 min.;España;Eloy de la Iglesia;Eloy de la Iglesia, Gonzalo Goicoechea;José Luis Manzano, José Sacristán, Isela Vega, Verónica Castro, Jaime Garza, Enrique San Francisco, María Martín, José Manuel Cervino, José Luis Fernández 'Pirri';Drama;José Manuel Gómez Perales, alias “El Jaro”, vive en Madrid con su banda y sus “novias”. Un día conoce a  una prostituta de origen mexicano que se enamora de él y le ofrece su casa para apartarlo del mundo de la delincuencia. Jaro acepta el refugio, pero sigue dando golpes con su banda. Un día conoce a una adolescente drogadicta y se enamora de ella. (FILMAFFINITY);https://pics.filmaffinity.com/navajeros-964056717-large.jpg;6.4;5196;https://www.filmaffinity.com/es/film999543.html;https://www.imdb.com/title/tt0081218/?ref_=fn_ttl_ttl_1;6.7;919.0;;;;;;;;;6.7;0.2999999999999998;6.550000000000001;0;Drama;92.0
The Final Countdown;1980;105 min.;Estados Unidos;Don Taylor;David Ambrose, Gerry Davis, Thomas Hunter, Peter Powell;Kirk Douglas, Martin Sheen, Katharine Ross, James Farentino, Ron O'Neal, Charles Durning, Victor Mohica, Oh Soon-tek, James Coleman, Lloyd Kaufman, Harold Bergman, Alvin Ing, Dan Fitzgerald, Peter Douglas, Neil Ronco;Ciencia ficción;En las costas de Hawaii, un moderno y enorme portaviones de la marina americana se ve envuelto en una gigantesca y extraña tormenta que hace desparecer la nave. Pasada la tormenta, el capitán y la tripulación descubren que se han trasladado en el tiempo, concretamente al 7 de diciembre de 1941, el día en que los aviones japoneses bombardearon la base de Pearl Harbor. (FILMAFFINITY);https://pics.filmaffinity.com/the_final_countdown-553490495-large.jpg;6.4;5104;https://www.filmaffinity.com/es/film231849.html;https://www.imdb.com/title/tt0080736/?ref_=fn_ttl_ttl_1;6.7;29000.0;12.0;16.65;16.65;;1.3875;0.0;100.0;;6.7;0.2999999999999998;6.550000000000001;1;Ciencia ficción;105.0
Ópera prima;1980;95 min.;España;Fernando Trueba;Óscar Ladoire, Fernando Trueba;Óscar Ladoire, Paula Molina, Antonio Resines, Kiti Mánver, Marisa Paredes, El Gran Wyoming, Luis González Regueral, Alejandro Serna, David Thomson, Tony Valento;Comedia;Matías, un periodista divorciado de 25 años que pasea su amargura por Madrid, en la Plaza de la Ópera, se enamora de su prima Violeta, que sólo tiene 18. A pesar de sus diferencias, aunque ni siquiera él mismo se lo puede creer del todo, y pese a los consejos de sus amigos, Matías llega a la conclusión de que ella es la mujer de su vida. (FILMAFFINITY);https://pics.filmaffinity.com/opera_prima-551929941-large.jpg;6.2;3965;https://www.filmaffinity.com/es/film454983.html;https://www.imdb.com/title/tt0081820/?ref_=fn_ttl_ttl_1;6.3;479.0;10.0;;;;;;;;6.3;0.09999999999999964;6.25;0;Comedia;95.0
Heaven's Gate;1980;207 min.;Estados Unidos;Michael Cimino;Michael Cimino;Kris Kristofferson, Isabelle Huppert, Christopher Walken, Jeff Bridges, Sam Waterston, John Hurt, Brad Dourif, Mickey Rourke, Terry O'Quinn, Geoffrey Lewis, David Mansfield, Ronnie Hawkins, Joseph Cotten, Paul Koslo, Tom Noonan, Willem Dafoe;Western;"En el verano de 1870, Averill e Irvine terminan sus estudios en la Universidad de Harvard. Veinte años después, viven en circunstancias muy distintas. Averill, más serio y visiblemente más viejo, se ha convertido en un ""marshall"" federal. Por su parte, Irvine, destruido y arruinado por la bebida, pero todavía en su sano juicio, es miembro de la asociación Stock Growers Agricultores, que está involucrada en un conflicto. (FILMAFFINITY)";https://pics.filmaffinity.com/heaven_s_gate-948049382-large.jpg;6.9;3958;https://www.filmaffinity.com/es/film957114.html;https://www.imdb.com/title/tt0080855/?ref_=fn_ttl_ttl_1;6.7;18000.0;44.0;3.48;3.48;;0.07909090909090909;0.0;100.0;;6.7;0.20000000000000018;6.800000000000001;1;Western;207.0
Bronco Billy;1980;119 min.;Estados Unidos;Clint Eastwood;Dennis Hackin;Clint Eastwood, Sondra Locke, Geoffrey Lewis, Scatman Crothers, Bill McKinney, Sam Bottoms, Dan Vadis, Sierra Pecheur, Hank Worden, William Prince, Woodrow Parfrey;Comedia;Bronco Billy y su compañía deambulan y malviven de pueblo en pueblo con su espectáculo circense sobre el viejo Oeste. Cuando una rica heredera, abandonada por su marido en plena luna de miel, se une a la troupe, las cosas empezarán a ir peor que de costumbre. (FILMAFFINITY);https://pics.filmaffinity.com/bronco_billy-506563982-large.jpg;5.6;3568;https://www.filmaffinity.com/es/film137161.html;https://www.imdb.com/title/tt0080472/?ref_=fn_ttl_ttl_1;6.2;13000.0;5.5;24.27;24.27;3.71;4.412727272727273;1.0;100.0;6.54177897574124;6.2;0.6000000000000005;5.9;1;Comedia;119.0
Raiders of the Lost Ark;1981;115 min.;Estados Unidos;Steven Spielberg;Lawrence Kasdan, George Lucas, Philip Kaufman;Harrison Ford, Karen Allen, Paul Freeman, Ronald Lacey, John Rhys-Davies, Vic Tablian, Denholm Elliott, Wolf Kahler, Alfred Molina, George Harris, Don Fellows, William Hootkins, Tutte Lemkov, Eddie Tagoe, Anthony Higgins, Frank Marshall;Aventuras;Año 1936. Indiana Jones es un profesor de arqueología, dispuesto a correr peligrosas aventuras con tal de conseguir valiosas reliquias históricas. Después de una infructuosa misión en Sudamérica, el gobierno estadounidense le encarga la búsqueda del Arca de la Alianza, donde se conservan las Tablas de la Ley que Dios entregó a Moisés. Según la leyenda, quien las posea tendrá un poder absoluto, razón por la cual también la buscan los nazis. (FILMAFFINITY);https://pics.filmaffinity.com/raiders_of_the_lost_ark-316486950-large.jpg;7.8;136672;https://www.filmaffinity.com/es/film727297.html;https://www.imdb.com/title/tt0082971/?ref_=fn_ttl_ttl_1;8.4;1100000.0;18.0;248.16;389.93;8.31;21.662777777777777;1.0;63.6421921883415;46.922984356197354;8.4;0.6000000000000005;8.1;1;Aventuras;115.0
Chariots of Fire;1981;123 min.;Reino Unido;Hugh Hudson;Colin Welland;Ben Cross, Ian Charleson, Nigel Havers, Cheryl Campbell, Alice Krige, Ian Holm, John Gielgud, Lindsay Anderson, Brad Davis, Dennis Christopher, Nigel Davenport, Peter Egan, Patrick Magee, Kenneth Branagh, Michael Lonsdale;Drama;En 1920, Gran Bretaña contaba con dos atletas excepcionales: Harold Abrahams y Eric Lidell.  Las razones que los movían a correr era tan diferentes como sus vidas: pertenecían a mundos distintos, cada uno tenía sus propias creencias y su propio concepto del triunfo. (FILMAFFINITY);https://pics.filmaffinity.com/chariots_of_fire-990380026-large.jpg;7.0;32331;https://www.filmaffinity.com/es/film129212.html;https://www.imdb.com/title/tt0082158/?ref_=fn_ttl_ttl_1;7.1;69000.0;5.5;58.97;59.32;0.07;10.785454545454545;1.0;99.40997977073499;847.4285714285713;7.1;0.09999999999999964;7.05;0;Drama;123.0
Escape from New York;1981;99 min.;Estados Unidos;John Carpenter;John Carpenter, Nick Castle;Kurt Russell, Lee Van Cleef, Ernest Borgnine, Donald Pleasence, Season Hubley, Isaac Hayes, Harry Dean Stanton, Adrienne Barbeau, Tom Atkins, Charles Cyphers;Ciencia ficción;"Año 1997. El avión del presidente de los Estados Unidos es secuestrado por un grupo radical, pero consigue sobrevivir y se encuentra solo en las calles de Nueva York, donde Manhattan se ha convertido en una enorme prisión de alta seguridad. Ante la imposibilidad de lanzar una acción convencional, por miedo a que maten al presidente, se decide enviar a un agente secreto para rescatarlo. El elegido es ""Serpiente"" Plissken (Kurt Russell), un conocido convicto al que todos daban por muerto. (FILMAFFINITY)";https://pics.filmaffinity.com/escape_from_new_york_aka_new_york_1997-581509314-large.jpg;6.1;30686;https://www.filmaffinity.com/es/film409098.html;https://www.imdb.com/title/tt0082340/?ref_=fn_ttl_ttl_1;7.1;166000.0;6.0;25.24;25.28;;4.213333333333334;1.0;99.84177215189872;;7.1;1.0;6.6;1;Ciencia ficción;99.0
An American Werewolf in London;1981;97 min.;Reino Unido;John Landis;John Landis;David Naughton, Jenny Agutter, Griffin Dunne, John Woodvine, Lila Kaye, Brian Glover, Frank Oz;Terror;"David Kessler y Jack son dos jóvenes estadounidenses que, con sus mochilas a cuestas, han decidido pasar tres meses recorriendo Europa. En Inglaterra, en una zona rural desolada, la gente les da unos consejos escalofriantes: ""no os apartéis del camino y no os acerquéis a los páramos"", ""cuidado con la luna"". Cuando los jóvenes emprenden la marcha en la oscuridad, oyen un aullido terrorífico procedente de los páramos, pero no saben que los persigue una bestia legendaria sedienta de sangre, cuyas víctimas se convierten en muertos vivientes que deben vagar por la Tierra eternamente; en cambio, quienes escapan con vida tienen reservado un destino diferente... (FILMAFFINITY)";https://pics.filmaffinity.com/an_american_werewolf_in_london-275128162-large.jpg;6.7;28296;https://www.filmaffinity.com/es/film949999.html;https://www.imdb.com/title/tt0082010/?ref_=fn_ttl_ttl_1;7.5;129000.0;10.0;30.57;30.82;3.79;3.082;1.0;99.18883841661258;8.131926121372032;7.5;0.7999999999999998;7.1;0;Terror;97.0
Excalibur;1981;140 min.;Reino Unido;John Boorman;Rospo Pallenberg, John Boorman;Nicol Williamson, Nigel Terry, Cherie Lunghi, Nicholas Clay, Helen Mirren, Paul Geoffrey, Gabriel Byrne, Robert Addie, Liam Neeson, Patrick Stewart, Clive Swift, Niall O'Brien, Corin Redgrave, Keith Buckley, Charley Boorman, Ciarán Hinds;Aventuras;Tras una larga y cruenta guerra, Uther Pendragon le ruega al mago Merlín que le ayude a seducir a la esposa de su nuevo aliado, el Duque de Cornwall. Merlín accede, pero a condición de que el fruto de esa unión le sea entregado. Esa misma noche, es concebido Arturo. Dieciocho años después, los nobles de un reino cuyo trono está vacante intentan apoderarse de Excalibur, la espada mágica que está incrustada en una piedra desde la muerte de Uther. (FILMAFFINITY);https://pics.filmaffinity.com/excalibur-519484495-large.jpg;7.3;26563;https://www.filmaffinity.com/es/film330588.html;https://www.imdb.com/title/tt0082348/?ref_=fn_ttl_ttl_1;7.3;70000.0;11.0;34.97;34.97;4.52;3.179090909090909;1.0;100.0;7.736725663716815;7.3;0.0;7.3;0;Aventuras;140.0
Mad Max 2: The Road Warrior;1981;92 min.;Australia;George Miller;Terry Hayes, George Miller, Brian Hannant;Mel Gibson, Bruce Spence, Michael Preston, Vernon Wells, Emil Minty, Max Phipps, Kjell Nilsson, Virginia Hey, Steve J. Spears, Arkie Whiteley, William Zappa;Acción;Tras el holocausto nuclear, la gasolina se ha convertido en un bien escaso y muy codiciado. Mad Max, héroe solitario, inicia una lucha sin cuartel para ayudar a una colonia de supervivientes constantemente atacada por un grupo de violentos guerreros que intenta arrebatarle un tanque de gasolina. Max decide ayudar a los defensores del tanque... (FILMAFFINITY);https://pics.filmaffinity.com/mad_max_2_the_road_warrior-638819106-large.jpg;6.7;24380;https://www.filmaffinity.com/es/film652388.html;https://www.imdb.com/title/tt26094842/?ref_=fn_ttl_ttl_7;;;;;;;;;;;;;;0;Acción;92.0
Das Boot (The Boat);1981;150 min.;Alemania del Oeste (RFA);Wolfgang Petersen;Wolfgang Petersen, Lothar-Günther Buchheim;Jürgen Prochnow, Herbert Grönemeyer, Klaus Wennemann, Hubertus Bengsch, Martin Semmelrogge, Bernd Tauber, Erwin Leder, Otto Sander, Martin May, Heinz Hoenig, Uwe Ochsenknecht, Claude-Oliver Rudolph, Jan Fedder;Bélico;Un submarino alemán de la Segunda Guerra Mundial es el escenario en el que un grupo de jóvenes soldados, dispuesto a defender su patria, tendrá que someterse a una dura convivencia, tras descubrir que han sido enviados a realizar una misión probablemente suicida. (FILMAFFINITY);https://pics.filmaffinity.com/das_boot_the_boat-792106068-large.jpg;7.7;24048;https://www.filmaffinity.com/es/film247709.html;https://www.imdb.com/title/tt0082096/?ref_=fn_ttl_ttl_1;8.4;279000.0;32.0;11.49;11.49;0.03;0.3590625;0.0;100.0;383.0;8.4;0.7000000000000002;8.05;0;Bélico;150.0
The Evil Dead;1981;86 min.;Estados Unidos;Sam Raimi;Sam Raimi;Bruce Campbell, Ellen Sandweiss, Betsy Baker, Richard DeManincor, Theresa Tilly, Scott Spiegel;Terror;Cinco chicos van a pasar el fin de semana a una cabaña perdida en un espeso bosque en las montañas de Tennessee. Una vez instalados, y cuando se encuentran cenando, la trampilla que da acceso al sótano se abre de golpe. Extrañados, deciden bajar a investigar. Allí encuentran un magnetófono, un extraño cuchillo ritual y un libro antiquísimo. (FILMAFFINITY);https://pics.filmaffinity.com/the_evil_dead-289583124-large.jpg;6.6;23314;https://www.filmaffinity.com/es/film939051.html;https://www.imdb.com/title/tt0083907/?ref_=fn_ttl_ttl_1;7.4;243000.0;0.35;2.4;2.9;;8.285714285714286;1.0;82.75862068965517;;7.4;0.8000000000000007;7.0;1;Terror;86.0
Victory;1981;116 min.;Estados Unidos;John Huston;Evan Jones, Yabo Yablonsky, Jeff Maguire, Djordje Milicevic;Sylvester Stallone, Michael Caine, Max von Sydow, Daniel Massey, Carole Laure, Michael Cochrane, Arthur Brauss, Pelé, Osvaldo Ardiles, Bobby Moore;Drama;Segunda Guerra Mundial, año 1943. El comandante del campo de concentración de Gensdorff (Max von Sydow), que antes de la guerra había formado parte de la selección alemana de fútbol, se interesa por un grupo de prisioneros que practica este deporte. Se le ocurre entonces la idea de organizar un partido en el que se enfrenten una selección alemana y una selección formada por prisioneros de guerra. Aunque al principio los aliados rechazan la propuesta, al final aceptan el desafío.  (FILMAFFINITY);https://pics.filmaffinity.com/victory-996789538-large.jpg;6.6;22412;https://www.filmaffinity.com/es/film356585.html;https://www.imdb.com/title/tt0083284/?ref_=fn_ttl_ttl_1;6.7;35000.0;10.0;10.85;10.85;;1.085;0.0;100.0;;6.7;0.10000000000000053;6.65;1;Drama;116.0
